Unnamed: 0,log_price,area,bedrooms,bathrooms,floors,property_type,furniture,legal_status,distance_to_center
398,22.662007496667,35,3,4,5.0,private_house,other,has_title,4.857417478635617
245,22.515025306341133,78,2,2,5.0,apartment,full,has_title,9.731969364022603
286,23.431316038115288,50,6,4,6.0,private_house,full,has_title,4.982298027450485
287,22.3719244627261,110,3,2,5.0,apartment,other,other,3.3696415677273395
59,23.85876005291904,70,3,5,5.0,street_house,full,has_title,0.752292707952985
111,22.53155460828961,80,2,2,5.0,apartment,full,has_title,9.79303983052212
89,22.717966150307213,99,3,2,5.0,apartment,full,has_title,8.972238983093927
265,24.748617527699416,200,3,2,5.0,villa,other,has_title,7.250880136404829
6,24.63528884239456,140,4,5,4.0,villa,none,has_title,7.090257992350807
362,22.84552737592893,62,6,5,6.0,private_house,full,has_title,5.202530457806521
346,24.011667724500537,88,3,2,3.0,private_house,other,has_title,8.327087403217755
501,21.97602880572749,55,2,1,5.0,apartment,basic,has_title,6.777286875977525
158,23.46410586093613,80,2,2,3.0,private_house,other,other,1.9196446078495133
150,22.97455763565817,88,3,2,5.0,apartment,other,has_title,6.663291329681306
177,22.79012859654597,135,3,2,5.0,apartment,full,has_title,9.806277342289231
395,21.82187812594785,33,1,1,5.0,apartment,other,contract,12.365939233325337
184,23.61363759489813,38,4,5,5.0,street_house,other,has_title,5.598686058999256
284,21.760002722251045,60,2,1,5.0,apartment,none,has_title,9.897008298439276
10,22.2048703780979,68,2,2,5.0,apartment,other,other,9.01954864909808
382,22.77738957077016,30,3,3,4.0,private_house,full,has_title,4.865054111786902
103,23.667178361823265,80,3,2,5.0,villa,other,contract,13.016655158701743
81,22.12444881080636,74,2,2,5.0,apartment,full,has_title,11.739741613602172
38,22.17955257011944,64,2,2,5.0,apartment,full,has_title,9.897719633367988
442,23.11202862627325,58,5,6,6.0,private_house,full,has_title,4.626573326027407
167,22.48970749836112,75,2,1,5.0,apartment,full,has_title,4.554628192024249
472,22.53155460828961,96,3,2,5.0,apartment,full,has_title,4.985308341969129
297,22.662007496667,98,3,2,5.0,apartment,full,has_title,7.790075195003002
294,23.431316038115288,160,3,2,5.0,shophouse,other,has_title,9.848911669624531
198,23.248994481334663,128,3,3,5.0,apartment,full,has_title,11.718771630375484
298,23.942141661854613,80,5,8,7.0,private_house,full,has_title,4.979301059093789
418,21.639556569220566,96,3,2,5.0,land,other,has_title,34.542648756424526
146,21.97316757344728,63,3,2,4.0,private_house,basic,has_title,18.210543191283577
394,23.397414486441907,250,3,2,5.0,villa,none,has_title,37.993556825887325
147,22.4811237546712,54,3,2,5.0,land,other,has_title,10.586901504998323
307,23.83678114620123,75,3,2,5.0,street_house,basic,has_title,8.90749182798019
376,24.36085199669911,210,8,6,6.0,villa,none,has_title,8.970365844899755
123,24.1244632186419,150,3,2,5.0,villa,other,has_title,11.788671525896634
370,24.30400313246849,105,4,3,4.0,villa,full,has_title,9.784926478120472
96,22.35250637687277,83,2,2,5.0,apartment,full,has_title,9.164202196266386
143,22.33270374958051,83,2,2,5.0,apartment,basic,other,17.023839201197482
239,22.49821818802757,82,3,2,5.0,apartment,full,has_title,9.721668745393446
274,23.585466717933024,70,4,3,3.0,street_house,basic,has_title,10.52520609959583
97,22.45492138228176,60,2,1,5.0,apartment,full,has_title,7.532387053378122
351,23.90961847015037,70,3,2,5.0,villa,other,has_title,6.356097742014477
122,22.390972657693165,19,3,2,5.0,private_house,other,has_title,5.734525044512292
183,22.31250104226708,89,3,2,5.0,apartment,basic,has_title,8.24501052620149
202,22.751414084370275,119,3,2,5.0,apartment,full,has_title,5.9474065435370695
246,24.073169924256103,120,3,2,5.0,villa,other,has_title,9.110256885724278
450,24.000410569976324,160,8,8,4.0,villa,full,has_title,12.899110995689169
299,22.17018482011803,43,3,2,5.0,land,other,has_title,10.578675433674926
352,22.515025306341133,53,1,1,5.0,apartment,basic,other,7.608407437870402
301,23.921938954537907,75,3,2,2.0,street_house,other,has_title,8.17021364644793
397,22.73816885762201,100,3,2,5.0,land,other,has_title,12.483075239068189
316,25.3284360229445,263,3,2,5.0,villa,other,has_title,8.894961454920471
125,23.46410586093613,96,3,2,4.0,villa,other,has_title,16.58103688102851
408,21.90192083359575,39,3,4,5.0,private_house,basic,has_title,15.955768646522044
223,23.81430829035018,60,3,2,5.0,private_house,other,has_title,4.060496903559263
420,22.7875937409431,38,3,4,5.0,private_house,full,has_title,5.485465739533825
219,22.0450216771954,64,2,2,5.0,apartment,full,has_title,11.659311127198867
129,23.03580126089264,110,3,2,5.0,apartment,other,has_title,7.129490609021676
422,22.428013929366653,38,4,3,4.0,private_house,full,has_title,8.725203069519594
290,23.397414486441907,97,3,3,5.0,apartment,basic,has_title,6.529888176975764
329,22.802707378751247,70,2,2,5.0,apartment,other,has_title,7.650466456098892
378,22.33270374958051,35,3,4,5.0,private_house,full,has_title,2.933118971611524
455,22.65478724869456,35,10,5,6.0,private_house,other,has_title,8.321254593726918
356,22.802707378751247,98,3,2,2.0,private_house,full,has_title,5.951275931334528
403,23.942141661854613,90,17,18,6.0,apartment,full,has_title,2.578856422797592
368,24.63528884239456,80,6,4,5.0,street_house,full,has_title,5.0168125491510285
341,23.61363759489813,100,5,5,4.0,villa,none,has_title,14.652213411879837
112,22.802707378751247,92,3,2,5.0,apartment,full,has_title,7.820912391696368
179,23.248994481334663,80,3,2,5.0,villa,other,other,14.601149761353597
481,21.961640068279536,48,1,1,5.0,apartment,basic,contract,10.746519026643703
340,22.931540250579104,46,3,4,5.0,private_house,full,has_title,9.18025939651099
331,22.920490414393743,106,3,2,5.0,apartment,full,has_title,5.885797278025122
484,22.86333200056033,50,5,4,6.0,private_house,basic,has_title,4.201208598229916
361,23.51443094482048,65,3,2,5.0,street_house,other,other,9.19490909207329
233,22.33270374958051,83,3,2,5.0,apartment,other,other,16.92927057847712
312,22.181880859878486,95,3,2,5.0,apartment,full,has_title,16.791034124677694
164,24.46093545525359,95,4,4,4.0,villa,none,has_title,6.9436280241489365
136,22.48970749836112,60,2,2,5.0,apartment,basic,has_title,12.378989901708842
197,22.579563827468288,90,3,2,5.0,apartment,other,other,8.244179252804404
258,24.1244632186419,200,3,2,4.0,villa,other,has_title,11.59573998506188
232,22.86333200056033,38,4,4,7.0,private_house,full,has_title,3.14118169319354
115,22.49821818802757,35,4,2,5.0,private_house,other,other,5.709994455161331
120,22.33270374958051,68,3,2,5.0,land,other,has_title,7.314771148029043
409,22.81512989874826,50,3,2,5.0,land,other,has_title,10.502184012179466
224,23.28049314839156,66,7,7,4.0,private_house,other,has_title,4.784877583430762
404,22.73816885762201,110,3,2,5.0,apartment,basic,contract,9.766994546283208
338,22.23839307012905,64,2,2,5.0,apartment,full,other,11.655777390010009
127,22.662007496667,115,3,2,5.0,apartment,full,has_title,7.792350844736718
285,23.921938954537907,154,3,2,5.0,villa,other,has_title,14.561493830679128
478,24.18900173977739,74,2,2,2.0,street_house,basic,has_title,5.759114802801328
107,21.85466794876009,43,1,1,5.0,apartment,basic,contract,9.288396456538978
487,22.181880859878486,54,2,1,5.0,apartment,full,has_title,9.132307687481754
490,22.69734686310731,143,3,2,5.0,apartment,basic,has_title,8.292562596130757
133,21.311052502404085,32,1,1,5.0,apartment,full,has_title,11.755380815102706
365,22.23839307012905,68,2,2,5.0,apartment,full,has_title,9.97706339730704
44,25.211902206689786,210,3,2,7.0,street_house,full,has_title,6.800252446375724
463,24.1211243173765,108,6,2,5.0,villa,full,has_title,7.032237275462072
65,22.66917598614458,99,3,2,5.0,apartment,other,other,9.034759462825267
283,24.18900173977739,150,3,2,5.0,shophouse,full,other,11.627399442203547
85,24.33418374961766,224,3,2,5.0,villa,other,other,12.72223171507138
242,23.232865099406084,104,3,2,5.0,apartment,other,has_title,7.078571411291044
186,22.3719244627261,50,3,2,5.0,street_house,other,other,4.465303233830851
436,23.41789301778405,48,4,3,5.0,private_house,full,has_title,6.481367704056987
159,22.33270374958051,55,2,2,5.0,apartment,other,other,7.536592061243705
12,23.25696265098321,80,4,3,5.0,villa,basic,has_title,17.464179261933023
35,22.64018844927553,129,4,3,5.0,apartment,full,other,4.028356326116683
28,21.716517610327063,48,1,1,5.0,apartment,full,has_title,11.6932840983795
170,22.898017558544208,102,3,2,5.0,apartment,full,has_title,6.15564782994068
142,22.515025306341133,78,2,2,5.0,apartment,full,has_title,9.805877894280092
400,22.751414084370275,92,2,2,5.0,apartment,basic,has_title,8.740013493957049
383,22.731479869472107,31,3,6,6.0,private_house,full,has_title,8.322623874045416
221,22.48970749836112,74,2,2,5.0,apartment,other,has_title,4.556552833061635
95,24.36085199669911,33,5,6,7.0,street_house,full,has_title,0.6836087444349637
51,22.109560198316306,64,2,2,5.0,apartment,full,has_title,12.446010599909052
240,22.56381547050263,116,3,2,5.0,apartment,other,has_title,8.4433746465416
374,22.73816885762201,73,2,2,5.0,apartment,full,has_title,5.924746415536651
380,22.409664790701825,73,2,2,5.0,apartment,full,has_title,8.19660012528696
178,21.716517610327063,59,2,1,5.0,apartment,full,has_title,11.719964893602848
41,23.708947774697407,74,24,24,8.0,private_house,full,has_title,8.368609321922747
438,22.76448616593592,82,3,2,5.0,apartment,full,has_title,6.74442228663673
421,23.107430917025045,43,3,3,5.0,private_house,basic,has_title,2.109074563844789
206,22.85149754291473,45,4,4,5.0,private_house,full,has_title,4.17751492017239
282,23.585466717933024,110,6,7,4.0,villa,other,contract,16.409974911001
254,21.6978254773219,48,2,1,5.0,apartment,full,has_title,12.544783771738798
414,25.965012852011345,260,3,2,5.0,villa,other,other,7.032281889935646
4,23.55057945893461,75,6,7,5.0,private_house,full,has_title,2.2636919087465124
256,22.4811237546712,64,2,2,5.0,apartment,full,has_title,5.835179336798746
451,23.90048598658748,220,3,3,3.0,shophouse,basic,has_title,11.225329256958007
100,23.85876005291904,100,3,2,6.0,villa,other,other,11.158201909303562
226,23.66770481616548,80,3,2,5.0,villa,other,other,12.916354164294669
429,21.81182779009772,45,3,2,5.0,land,other,has_title,18.50130193104963
213,23.85876005291904,56,8,7,7.0,street_house,basic,has_title,4.813875744933559
424,22.751414084370275,92,2,2,5.0,apartment,basic,has_title,8.766623536360346
171,24.1244632186419,120,4,5,4.0,villa,other,has_title,12.4479291844203
98,22.85149754291473,94,3,2,5.0,apartment,basic,contract,6.60004679958965
292,22.72474583729167,30,3,2,5.0,private_house,other,has_title,5.919135459082441
215,22.990223752400933,54,3,2,5.0,land,other,has_title,14.159615483346588
61,22.53155460828961,82,2,2,5.0,apartment,full,has_title,3.9934466023989663
47,22.49821818802757,90,3,2,5.0,apartment,full,has_title,8.197447469751657
32,21.873837864861688,65,2,2,5.0,apartment,full,has_title,11.8311318762801
267,21.23008343991728,70,3,2,5.0,land,other,has_title,31.843739658571184
327,23.30348266661449,152,3,2,5.0,apartment,full,other,7.569295003039076
200,23.208172486817745,40,9,9,5.0,private_house,full,other,6.7740637441606575
449,21.57768116552801,100,3,2,5.0,land,other,has_title,30.690243481192454
27,23.767788274717454,120,3,2,5.0,villa,other,contract,16.64946711460466
391,25.720478110717284,260,34,30,10.0,private_house,full,has_title,5.10822194819834
230,22.31250104226708,60,2,1,5.0,apartment,full,has_title,7.56676565744433
260,22.802707378751247,135,3,2,5.0,apartment,full,has_title,9.704205944838488
288,22.802707378751247,160,4,2,5.0,apartment,other,has_title,9.151795434161572
162,22.95328023721315,126,3,2,5.0,apartment,basic,has_title,7.037135035028149
432,21.75288525448472,55,3,2,5.0,land,other,has_title,20.790860304498963
138,23.892951417665856,145,6,6,5.0,villa,none,has_title,15.648820300475544
62,23.02585093004045,86,3,2,5.0,apartment,full,has_title,4.235031272008395
135,23.074641094205127,131,3,2,5.0,apartment,full,has_title,4.965567624795685
128,21.639556569220566,60,3,2,5.0,land,other,has_title,28.28278844549941
479,22.920490414393743,31,8,5,5.0,private_house,full,has_title,4.966017119453418
8,23.767788274717454,112,3,2,5.0,villa,other,other,16.530096477930687
326,23.02585093004045,92,3,2,5.0,apartment,full,other,4.244010750469543
492,22.920490414393743,31,8,5,5.0,apartment,full,has_title,4.962492271032528
64,23.46410586093613,96,3,2,4.0,shophouse,other,other,16.584385482663716
300,22.751414084370275,55,1,2,3.0,private_house,none,has_title,3.7643883675016014
14,23.641036569084743,75,3,2,5.0,villa,other,other,9.864623254354395
156,25.211902206689786,120,2,2,1.0,street_house,none,has_title,6.6528977547471895
40,23.02585093004045,55,3,2,5.0,shophouse,other,has_title,11.660130039817258
379,22.69734686310731,96,3,2,5.0,apartment,full,other,6.067713946983551
462,23.83678114620123,75,4,3,5.0,villa,basic,has_title,6.919142537025087
405,23.28049314839156,43,3,2,3.0,street_house,full,has_title,5.265527410609013
216,24.89765310685744,90,3,2,3.0,street_house,other,has_title,1.939081971991624
279,22.0450216771954,70,2,2,5.0,apartment,full,has_title,11.22900990795024
437,22.446032434866087,73,2,2,5.0,apartment,full,has_title,8.264388428068024
433,22.0450216771954,73,2,2,5.0,apartment,basic,has_title,11.24838626603476
337,23.55057945893461,73,3,2,5.0,villa,none,has_title,11.044086287114784
236,21.6978254773219,38,2,2,5.0,apartment,full,has_title,6.721032037582171
207,23.10281197116917,151,4,2,5.0,apartment,other,has_title,7.062758159465958
212,21.75288525448472,34,2,1,5.0,apartment,full,contract,7.512661304743785
295,21.41641301800636,32,1,1,5.0,apartment,other,has_title,11.74139107486936
460,23.074641094205127,31,2,2,2.0,street_house,basic,has_title,4.703501022385102
251,22.82373474594072,105,3,2,5.0,apartment,none,contract,12.390641449636911
491,22.05826690394191,74,2,2,5.0,apartment,full,has_title,7.764647237516762
461,22.017993004814784,77,2,2,5.0,apartment,other,has_title,12.827426858598225
303,24.89765310685744,150,3,2,3.0,villa,full,has_title,7.630812257535
350,23.85876005291904,146,4,3,5.0,apartment,other,other,3.866996687452021
269,23.431316038115288,100,3,2,4.0,villa,none,has_title,14.564212331363075
201,24.249626361591982,200,3,2,4.0,villa,basic,has_title,14.633828336881349
161,23.26092305219899,43,3,2,6.0,private_house,basic,has_title,5.261867159331094
43,21.678777282358464,59,2,1,5.0,apartment,full,has_title,11.789023211243824
217,23.608066549848985,80,4,4,4.0,apartment,other,contract,12.690900096871024
401,21.09482939406855,48,2,1,5.0,apartment,other,contract,7.774903611700685
190,22.21616993334928,70,2,2,5.0,apartment,full,other,8.559296665395575
309,22.64018844927553,38,4,4,5.0,private_house,full,has_title,3.715880967108905
259,21.659359196508905,50,3,2,5.0,land,other,has_title,21.92150653799591
105,23.22059500681528,120,3,2,5.0,apartment,other,other,5.652430675909547
53,22.515025306341133,110,3,2,5.0,apartment,full,has_title,9.138762618899404
389,23.355154677155,145,3,2,5.0,apartment,full,has_title,7.503651902095954
1,23.54464472341515,96,3,2,4.0,villa,other,has_title,16.59870227923964
444,23.25696265098321,80,4,4,5.0,villa,other,has_title,17.351529383109227
485,22.83347903741421,110,3,2,5.0,apartment,full,has_title,5.763010544731811
49,23.55647918106145,125,3,2,5.0,villa,other,other,17.38089156198737
419,23.54464472341515,57,4,6,7.0,street_house,full,has_title,4.087052747928064
80,21.75288525448472,43,1,1,5.0,apartment,other,other,11.715609663039048
205,21.465203182151978,158,3,2,5.0,land,other,has_title,34.83193133070564
34,22.68336062113453,33,4,4,5.0,private_house,full,has_title,7.276744329409829
430,22.45492138228176,36,5,5,5.0,private_house,full,has_title,4.017416127570453
263,22.82739999133857,55,1,1,5.0,apartment,full,has_title,3.9715755270031807
427,20.985630102183134,80,3,2,5.0,land,other,has_title,26.72806514435651
366,22.607300582435613,82,2,2,5.0,apartment,full,has_title,3.686331194020981
91,23.573972338507943,104,3,2,5.0,villa,other,has_title,16.58633727205622
339,23.88026625813908,80,3,2,5.0,villa,other,has_title,11.045319234377516
476,22.82251000604497,51,6,4,5.0,private_house,full,has_title,10.5197223006836
52,23.55647918106145,63,3,2,5.0,villa,basic,has_title,9.782970265597744
345,23.248994481334663,115,3,2,5.0,apartment,full,has_title,8.670587546140373
264,24.920467784623256,267,3,2,4.0,villa,other,other,6.65950328830731
241,22.87502804032216,47,3,2,5.0,shophouse,other,other,11.655184662148995
13,23.6936803025674,75,3,2,5.0,villa,other,other,9.802761252265558
315,21.23008343991728,76,3,2,5.0,land,other,has_title,30.66879377225097
88,23.585466717933024,300,5,7,4.0,villa,other,other,22.494157841248285
387,23.397414486441907,61,5,4,4.0,private_house,full,has_title,4.656014481749251
273,23.397414486441907,160,4,2,5.0,apartment,other,has_title,7.549307913777292
166,25.25586533011042,280,6,6,8.0,street_house,basic,has_title,8.224601071423683
328,22.00419968268625,40,3,2,5.0,land,other,other,10.591172666014003
495,22.748779036732618,38,3,4,5.0,private_house,other,has_title,4.271454943284358
134,22.48970749836112,80,2,2,5.0,apartment,full,has_title,9.010789514795116
306,21.716517610327063,55,2,1,5.0,apartment,none,has_title,9.9030878287418
483,23.431316038115288,76,3,2,5.0,private_house,other,has_title,5.4035040413777855
319,23.46410586093613,244,3,2,5.0,other,full,contract,6.193210508467634
243,23.641036569084743,70,3,2,5.0,villa,full,has_title,12.000069727942272
54,23.88026625813908,150,3,2,4.0,villa,other,has_title,11.700266861841746
363,25.76669095387211,230,3,2,12.0,street_house,other,other,1.526518187313411
50,21.75288525448472,43,1,1,5.0,apartment,basic,has_title,11.70942497843615
471,25.51075757973679,260,3,2,4.0,street_house,other,other,5.663299561953675
174,22.46373201196236,87,2,2,5.0,apartment,other,has_title,8.435735284093086
445,24.33418374961766,250,3,2,3.0,villa,other,contract,15.499194641920088
189,23.26486783048969,41,6,5,6.0,private_house,full,has_title,6.63214774392126
499,25.42374620274792,2,3,2,5.0,land,other,other,3.0501465481850136
187,22.46373201196236,83,2,2,5.0,apartment,full,has_title,4.004161521567083
169,23.362323166633097,88,3,2,4.0,villa,other,other,12.914720961543948
58,23.428645809559587,96,3,2,4.0,villa,other,has_title,16.511222054995645
48,23.83678114620123,60,11,11,7.0,private_house,full,has_title,7.64130111818868
344,22.717966150307213,95,3,2,5.0,apartment,full,has_title,6.222491695578984
235,24.89765310685744,210,7,6,5.0,shophouse,other,has_title,8.969135505620264
252,21.678777282358464,43,1,1,5.0,apartment,full,has_title,12.48490723805415
21,23.66770481616548,80,3,2,5.0,villa,other,contract,9.8021194538242
